id,hashtag,board_id,content
74,"[{""tag"":""숙박""},{""tag"":""바다""},{""tag"":""카페""},{""tag"":""힐링""}]",74,"낭만 가득한 힐링 데이트, 제주 오름과 해안도로 3일을 마치고 돌아왔어요! 이번 데이트는 제주의 아름다운 오름과 신비로운 해안도로를 돌며 낭만과 힐링을 느끼는 것이 목표였어요. 첫째 날, 함덕해수욕장에서의 해변 산책과 함께한 일몰은 정말로 로맨틱했어요. 

둘째 날, 성산일출봉에서의 일출 감상과 함께한 트레킹은 정말로 신선했어요. 오름의 정상에서 바라본 풍경은 너무 아름다웠어요. ♂

셋째 날, 해안도로를 따라 가며 제주의 푸른 바다와 동백꽃이 만드는 풍경을 즐기며 이번 데이트를 마무리했어요. 제주는 데이트하기에 정말로 완벽한 곳이에요. 다음에는 어떤 제주의 데이트 스팟을 찾아볼지 기대돼요!"
75,"[{""tag"":""자연""},{""tag"":""풍경""},{""tag"":""바다""}]",75,"아름다운 자연의 향연, 경남 진주와 남해 3일을 마치고 돌아왔어요! 이번 여행은 경남의 아름다운 자연 풍경을 돌며 여유와 힐링을 느끼는 것이 목표였어요. 첫째 날, 진주의 진해 국립공원에서의 자연 트레킹은 정말로 상쾌했어요. ♂

첫째 날, 남해의 바다와 해안 도로를 따라가며 휴식과 함께한 하루는 정말로 평화로웠어요. 

셋째 날, 남해의 명상 숲에서의 힐링과 함께한 여행을 마무리했어요. 경남은 풍경이 아름다운 곳이에요. 다음에는 어떤 경남의 풍경을 찾아볼지 기대돼요!"
76,"[{""tag"":""관광""},{""tag"":""문화""},{""tag"":""풍경""},{""tag"":""음식""},{""tag"":""체험""}]",76,"도심 속 오아시스, 서울 남산과 한옥 마을 3일을 마치고 돌아왔어요! 이번 휴양은 서울의 도심 속에서 자연과 전통을 느끼며 여유를 찾는 것이 목표였어요. 첫째 날, 남산의 정상에서의 도시의 경치를 바라보며 힐링했어요. ♀

둘째 날, 북촌 한옥 마을에서의 전통 차 체험과 함께한 한옥 카페는 정말로 평화로웠어요. 전통적인 분위기 속에서의 여유로운 시간은 소중했어요. 

셋째 날, 남산 공원에서의 피크닉과 함께한 휴식을 통해 이번 서울 휴양을 마무리했어요. 도심에서의 오아시스 같은 여행이었어요. 다음에는 어떤 서울의 휴양지를 찾아볼지 기대돼요!"
77,"[{""tag"":""풍경""},{""tag"":""도심""},{""tag"":""카페""}]",77,"도심 속 로맨틱, 서울 남대문과 청계천 3일을 마치고 돌아왔어요! 이번 데이트는 서울의 도심에서 로맨틱한 분위기를 느끼며 즐거운 시간을 보내는 것이 목표였어요. 첫째 날, 남대문 시장에서의 쇼핑과 함께한 도심 속 특색 있는 음식은 정말로 맛있었어요. 

첫째 날, 청계천에서의 야경 산책과 함께한 시간은 정말로 로맨틱했어요. 밤에는 불빛이 고요한 물결 위에 반짝이는데 너무 아름다웠어요. ♂

셋째 날, 서울 시청 광장에서의 뮤지컬 공연을 감상하며 이번 로맨틱 데이트를 마무리했어요. 도심에서도 로맨틱한 분위기를 느낄 수 있는 멋진 여행이었어요. 다음에는 어떤 서울의 로맨틱한 스팟을 찾아볼지 기대돼요!"
78,"[{""tag"":""관광""},{""tag"":""액티비티""},{""tag"":""체험""},{""tag"":""바다""}]",78,"서퍼의 낙원, 강원도 양양과 낙산해변 4일을 마치고 돌아왔어요! 이번 엑티비티는 서퍼들이 꿈꾸는 파도와 풍부한 자연을 느끼며 즐거운 활동을 하는 것이 목표였어요. 첫째 날, 양양의 낙산해변에서의 서핑 체험은 정말로 흥미진진했어요. ♀

둘째 날, 양양의 해변에서의 해수욕과 함께한 시간은 정말로 상쾌했어요. 해변에서 바라보는 바다 풍경은 환상적이었어요. 

셋째 날, 양양의 서퍼 마을에서의 특색 있는 음식과 함께한 엑티비티는 정말로 다양하고 재미있었어요. 다양한 파도와 함께한 여행은 정말로 특별했어요. 다음에는 어떤 강원도의 엑티비티를 찾아볼지 기대돼요!"
79,"[{""tag"":""바다""},{""tag"":""힐링""},{""tag"":""음식""}]",79,"무더운 여름, 경북 포항과 하나로운 바다 3일을 마치고 돌아왔어요! 이번 여행은 무더운 여름에 시원한 바다와 푸르른 풍경을 느끼며 여유를 찾는 것이 목표였어요. 첫째 날, 포항의 송도해수욕장에서의 수영과 해변 피크닉은 정말로 시원했어요. ♂

첫째 날, 하나로운 바다에서의 해양 생물 탐험과 함께한 해안 산책은 정말로 신선했어요. 다양한 해양 생물들을 만나며 즐거운 시간을 보냈어요. ♀

셋째 날, 포항의 특색 있는 해산물 요리와 함께한 여행을 마무리했어요. 포항은 여름에 놀러가기 딱 좋은 곳이에요. 다음에는 어떤 경북의 풍경을 찾아볼지 기대돼요!"
80,"[{""tag"":""액티비티""},{""tag"":""음식""},{""tag"":""자연""}]",80,"여유로운 시간, 전남 완도와 도담도 4일을 마치고 돌아왔어요! 이번 휴양은 전남의 아름다운 자연과 조용한 섬에서 여유를 찾는 것이 목표였어요. 첫째 날, 완도의 맑은 바다와 함께한 해양 스포츠는 정말로 재미있었어요. 

둘째 날, 완도의 도담도에서의 평화로운 시간은 정말로 마음이 편안해졌어요. 도담도의 작은 마을에서의 휴식은 소중한 경험이었어요. 

셋째 날, 완도의 특산물을 맛보며 함께한 여행을 마무리했어요. 전남은 휴양하기에 정말로 좋은 지역이에요. 다음에는 어떤 전남의 휴양지를 찾아볼지 기대돼요!"
81,"[{""tag"":""숙박""},{""tag"":""카페""},{""tag"":""도시""}]",81,"세련된 도시 데이트, 부산 해운대와 광안리 3일을 마치고 돌아왔어요! 이번 데이트는 부산의 세련된 분위기를 느끼며 즐거운 도시 데이트를 즐기는 것이 목표였어요. 첫째 날, 해운대의 유명한 해변에서의 해수욕과 함께한 일몰은 정말로 멋있었어요. 

둘째 날, 부산의 유명한 카페에서의 커피와 함께한 시간은 정말로 로맨틱했어요. 도시의 전망과 함께한 커피는 최고였어요. 

셋째 날, 광안리 해변의 야경을 감상하며 이번 세련된 도시 데이트를 마무리했어요. 부산은 로맨틱한 데이트하기에 정말로 좋은 곳이에요. 다음에는 어떤 부산의 데이트 스팟을 찾아볼지 기대돼요!"
82,"[{""tag"":""자연""},{""tag"":""힐링""},{""tag"":""액티비티""}]",82,"산과 바다의 양식, 강원도 속초와 남이섬 4일을 마치고 돌아왔어요! 이번 엑티비티는 강원도의 아름다운 자연과 다양한 활동을 경험하며 신선한 경험을 쌓는 것이 목표였어요. 첫째 날, 속초의 남대천에서의 낚시와 함께한 자연 속의 평화로움은 정말로 기억에 남아요. 

첫째 날, 남이섬에서의 자전거 여행과 함께한 휴식은 정말로 상쾌했어요. 섬 중간에 자리한 작은 마을은 매력적이었어요. ♀

셋째 날, 속초의 유명한 해산물 요리와 함께한 엑티비티는 정말로 다양하고 재미있었어요. 강원도의 자연과 활동을 즐기며 즐거운 여행이었어요. 다음에는 어떤 강원도의 엑티비티를 찾아볼지 기대돼요!"
83,"[{""tag"":""숙박""},{""tag"":""산""},{""tag"":""자연""}]",83,"세계 자연유산, 강원도 오대산과 봉정사 3일을 마치고 돌아왔어요! 이번 여행은 강원도의 아름다운 풍경과 역사를 함께 느끼며 여유를 찾는 것이 목표였어요. 첫째 날, 오대산 국립공원에서의 트레킹과 함께한 풍경은 정말로 숨막히게 아름다웠어요. ♂

첫째 날, 봉정사에서의 명상과 함께한 평화로운 시간은 정말로 마음이 편안해졌어요. 봉정사의 역사와 아름다움은 감탄스러웠어요. 

셋째 날, 강원도의 전통 음식과 함께한 여행을 마무리했어요. 강원도는 풍경과 역사가 공존하는 멋진 지역이에요. 다음에는 어떤 강원도의 풍경을 찾아볼지 기대돼요!"
84,"[{""tag"":""관광""},{""tag"":""풍경""},{""tag"":""자연""}]",84,"3일 동안 경기도 남양주와 하늘공원을 여행한 후 돌아왔어요! 이번 여행은 봄의 신비로운 아름다움을 느끼며 자연 속에서의 평화로운 시간을 보내는 것이 목표였어요. 첫째 날, 하늘공원에서의 벚꽃 구경과 함께한 피크닉은 정말로 환상적이었어요. 

첫째 날, 남양주의 도서관과 예술 마을에서의 문화 체험은 정말로 유익했어요. 작은 예술 공간에서 창작의 아름다움을 느낄 수 있었어요. 

셋째 날, 남양주의 전통 시장에서의 쇼핑과 함께한 여행을 마무리했어요. 봄의 신비로운 경험을 통해 여행은 더욱 특별한 추억이 되었어요. 다음에는 어떤 봄의 명소를 찾아볼지 기대돼요!"
85,"[{""tag"":""풍경""},{""tag"":""바다""},{""tag"":""자연""}]",85,"4일간의 여행 후 돌아온 소강의 여행기! 이번 여행은 경남 통영과 동피랑도에서의 해안가 풍경을 즐기며 신선한 바다 공기를 마시는 것이 목표였어요. 첫째 날, 통영의 동피랑마을에서의 숙박과 함께한 일몰 감상은 정말로 평화로웠어요. 

둘째 날, 통영의 여객선을 이용해 동피랑도로 이동하면서 바다 위의 경치를 즐겼어요. 푸른 바다와 함께한 시간은 정말로 기분 좋았어요. 

셋째 날, 동피랑도에서의 해수욕과 신선한 해산물 요리는 정말로 특별한 체험이었어요. 해안가 여행은 항상 새로운 발견이 있어 기대되는 여행이었어요. 다음에는 어떤 해안가를 탐험해볼지 기대돼요!"
86,"[{""tag"":""쇼핑""},{""tag"":""도심""},{""tag"":""자연""}]",86,"서울에서의 3일간의 여행을 마치고 돌아왔어요! 이번 여행은 도시 속에서도 느낄 수 있는 자연의 아름다움을 찾아 서울의 숲과 한강공원을 돌아다니는 것이 목표였어요. 첫째 날, 서울숲에서의 피크닉과 자전거 타기를 통해 이번 서울 여행을 마무리했어요. ♂

첫째 날, 한강공원에서의 산책과 함께한 시간은 정말로 여유로웠어요. 도심 속의 자연은 언제나 기분 좋은 휴식을 제공해줘요. ♀

셋째 날, 서울의 유명한 카페에서의 커피와 함께한 여행을 마무리했어요. 도시 속 자연을 느끼며 서울에서의 힐링 여행은 정말로 특별한 경험이었어요. 다음에는 어떤 서울의 자연을 찾아볼지 기대돼요!"
87,"[{""tag"":""관광""},{""tag"":""문화""},{""tag"":""숙박""}]",87,"경기도의 역사를 만나는 4일간의 여행 후 돌아왔어요! 이번 여행은 수원과 화성에서의 문화 속을 거닐며 전통과 현대의 아름다움을 느끼는 것이 목표였어요. 첫째 날, 수원 화성에서의 고향민속촌과 함께한 전통 문화 체험은 정말로 흥미로웠어요. 

둘째 날, 수원의 화성행궁과 함께한 문화 탐방은 정말로 감동적이었어요. 옛 모습을 간직한 건물들은 역사의 숨결을 느낄 수 있었어요. 

셋째 날, 화성의 땅 속에 자리한 세계 문화 유산인 수원화성에서의 여행을 마무리했어요. 경기도는 역사와 현대가 공존하는 멋진 곳이에요. 다음에는 어떤 경기도의 역사를 찾아볼지 기대돼요!"
88,"[{""tag"":""관광""},{""tag"":""문화""},{""tag"":""풍경""}]",88,"3일간의 여행 후 돌아온 소강의 여행기! 이번 여행은 전남 완도에서의 동화 속 마을과 파도의 은혜를 느끼며 신비로운 여행을 떠나는 것이 목표였어요. 첫째 날, 완도의 소암마을에서의 숙박과 함께한 일몰 감상은 정말로 로맨틱했어요. 

둘째 날, 완도의 각종 예술작품을 감상하며 예술 마을에서의 문화 여행은 정말로 특별했어요. 작가들의 창의적인 작품에 감탄하며 즐거운 시간을 보냈어요. 

셋째 날, 완도의 특산물을 맛보며 함께한 여행을 마무리했어요. 동화 속 마을에서의 신비로운 경험은 정말로 소중한 추억으로 남을 것 같아요. 다음에는 어떤 전남의 마을을 찾아볼지 기대돼요!"
89,"[{""tag"":""숙박""},{""tag"":""산""},{""tag"":""자연""}]",89,"강원도 정선에서의 4일간의 여행 후 돌아왔어요! 이번 여행은 강원도의 청량함 가득한 자연과 아름다운 철쭉의 향연을 느끼며 신선한 기운을 얻는 것이 목표였어요. 첫째 날, 정선의 철쭉숲에서의 트레킹과 함께한 피크닉은 정말로 상쾌했어요. ♂

둘째 날, 정선의 자연 속에서의 캠핑과 함께한 밤하늘 감상은 정말로 감동적이었어요. 청량함 가득한 공기를 마시며 편안한 시간을 보냈어요. 

셋째 날, 정선의 유명한 온천에서의 힐링과 함께한 여행을 마무리했어요. 강원도의 자연은 항상 새로운 놀라움을 줘서 기분 좋은 여행이었어요. 다음에는 어떤 강원도의 자연을 찾아볼지 기대돼요!"
90,"[{""tag"":""관광""},{""tag"":""문화""},{""tag"":""자연""}]",90,"대구에서의 3일간의 여행을 마치고 돌아왔어요! 이번 여행은 대구의 도시 속에서도 느낄 수 있는 역사의 아름다움을 찾아 수성과 불국사를 돌아다니는 것이 목표였어요. 첫째 날, 대구의 수성못에서의 보트 투어와 함께한 낭만적인 시간은 정말로 특별했어요. 

둘째 날, 수성못 주변의 전통 시장에서의 쇼핑과 함께한 문화 여행은 정말로 재미있었어요. 지역 특산물과 함께한 경험은 기억에 남을 것 같아요. 

셋째 날, 대구의 불국사에서의 문화 체험과 함께한 여행을 마무리했어요. 대구는 역사와 현대가 공존하는 멋진 도시예요. 다음에는 어떤 대구의 역사를 찾아볼지 기대돼요!"
91,"[{""tag"":""숙박""},{""tag"":""바다""},{""tag"":""자연""}]",91,"제주도에서의 4일간의 여행을 마치고 돌아왔어요! 이번 여행은 제주도의 푸른 바다와 독특한 자연 경관을 느끼며 여유로운 휴가를 보내는 것이 목표였어요. 첫째 날, 성산일출봉에서의 일출 감상과 함께한 트레킹은 정말로 신선했어요. ♀

둘째 날, 우도에서의 자전거 여행과 함께한 휴식은 정말로 여유로웠어요. 섬 중간에 위치한 작은 마을에서의 휴식은 마음이 정화되는 느낌이었어요. ♂

셋째 날, 제주의 특산물을 맛보며 함께한 여행을 마무리했어요. 제주도의 푸른 바다는 언제나 기분을 상쾌하게 만들어주네요. 다음에는 어떤 제주의 해변을 탐험해볼지 기대돼요!"
92,"[{""tag"":""숙박""},{""tag"":""바다""},{""tag"":""체험""}]",92,"3일간의 여행 후 돌아온 소강의 여행기! 이번 여행은 경남 사천과 삼천포에서의 휴식과 문화를 동시에 느끼며 다채로운 경험을 쌓는 것이 목표였어요. 첫째 날, 사천의 전통 가옥에서의 숙박과 함께한 전통 문화 체험은 정말로 재미있었어요. 

둘째 날, 삼천포의 유람선을 이용해 강과 함께한 여행은 정말로 신선했어요. 선상에서 바라보는 풍경은 너무 아름다웠어요. 

셋째 날, 사천의 특산물을 맛보며 함께한 여행을 마무리했어요. 경남은 자연과 문화가 조화롭게 공존하는 멋진 지역이에요. 다음에는 어떤 경남의 문화를 찾아볼지 기대돼요!"
93,"[{""tag"":""관광""},{""tag"":""힐링""},{""tag"":""액티비티""}]",93,"♂ 4일간의 여행 후 돌아온 소강의 여행기! 이번 여행은 충북 영동에서의 레저와 자연 속에서의 활기찬 휴식을 느끼며 에너지를 충전하는 것이 목표였어요. 첫째 날, 영동의 레저 마을에서의 수상 스포츠와 함께한 즐거운 시간은 정말로 신나는 경험이었어요. 

둘째 날, 영동의 숲속 캠핑과 함께한 밤은 정말로 평온했어요. 자연 속에서의 소리들은 특별한 힐링을 제공해줬어요. 

셋째 날, 영동의 특산물을 맛보며 함께한 여행을 마무리했어요. 충북의 자연과 레저는 에너지를 가득 채울 수 있는 최고의 조합이에요. 다음에는 어떤 충북의 레저를 즐겨볼지 기대돼요!"
94,"[{""tag"":""문화""},{""tag"":""음식""},{""tag"":""도심""}]",94,"서울에서의 3일간의 여행을 마치고 돌아왔어요! 이번 여행은 서울의 홍대와 이태원에서의 자유로운 분위기를 느끼며 다채로운 문화를 즐기는 것이 목표였어요. 첫째 날, 홍대에서의 길거리 예술과 함께한 자유로운 분위기는 정말로 특별했어요. 

둘째 날, 이태원의 다국적 음식과 함께한 여행은 정말로 다양한 맛을 즐길 수 있었어요. 도시의 다양성을 느낄 수 있는 곳이에요. 

셋째 날, 서울의 유명한 클럽에서의 음악과 함께한 여행을 마무리했어요. 서울은 언제나 새로운 경험을 줘서 기대되는 여행이었어요. 다음에는 어떤 서울의 자유로운 분위기를 즐겨볼지 기대돼요!"
95,"[{""tag"":""액티비티""},{""tag"":""자연""},{""tag"":""숙박""}]",95,"강원도에서의 4일간의 여행을 마치고 돌아왔어요! 이번 여행은 강원도 평창에서의 자연 속 체험과 양떼목장에서의 소소한 즐거움을 느끼며 신선한 경험을 쌓는 것이 목표였어요. 첫째 날, 평창의 자연 속에서의 트레킹과 함께한 피크닉은 정말로 기분 좋은 경험이었어요. ♀

둘째 날, 양떼목장에서의 동물 체험과 함께한 여행은 정말로 재미있었어요. 양들과의 소통은 언제나 기억에 남을 것 같아요. 

셋째 날, 평창의 특산물을 맛보며 함께한 여행을 마무리했어요. 강원도의 자연과 체험은 언제나 신선한 기운을 전해줘서 기대를 넘어선 좋은 경험이었어요. 다음에는 어떤 강원도의 자연을 만나볼지 기대돼요!"
96,"[{""tag"":""숙박""},{""tag"":""풍경""},{""tag"":""바다""}]",96,"3일간의 여행 후 돌아온 소강의 여행기! 이번 여행은 경북 울릉도와 독도에서의 푸른 바다 여행을 즐기며 자연 속에서의 평화로운 시간을 보내는 것이 목표였어요. 첫째 날, 울릉도에서의 해안 산책과 함께한 일몰 감상은 정말로 아름다웠어요. ♂

둘째 날, 독도에서의 문화 탐방과 함께한 여행은 정말로 감동적이었어요. 독도의 역사와 아름다움을 느낄 수 있었어요. 

셋째 날, 울릉도의 특산물을 맛보며 함께한 여행을 마무리했어요. 독도와 울릉도는 푸른 바다와 역사적인 곳으로 정말 멋진 여행지였어요. 다음에는 어떤 동북쪽의 바다를 탐험해볼지 기대돼요!"
97,"[{""tag"":""힐링""},{""tag"":""산""},{""tag"":""자연""}]",97,"강원도에서의 4일간의 여행 후 돌아왔어요! 이번 여행은 강원도 인제에서의 고즈넉한 산속과 자연휴양림에서의 휴식을 즐기며 마음의 평화를 찾는 것이 목표였어요. 첫째 날, 인제의 숲속 캠핑과 함께한 밤은 정말로 평온했어요. 

둘째 날, 자연휴양림에서의 산책과 함께한 시간은 정말로 기분 좋았어요. 새소리와 함께하는 아침은 언제나 특별한 느낌이에요. ♀

셋째 날, 인제의 특산물을 맛보며 함께한 여행을 마무리했어요. 강원도의 자연은 언제나 마음을 힐링시켜줘서 기분 좋은 여행이었어요. 다음에는 어떤 강원도의 산속을 탐험해볼지 기대돼요!"
98,"[{""tag"":""관광""},{""tag"":""쇼핑""},{""tag"":""문화""}]",98,"♀ 경기도에서의 3일간의 여행을 마치고 돌아왔어요! 이번 여행은 경기도 안성과 고암이곡리에서의 문화 속을 걷며 전통과 아름다움을 느끼는 것이 목표였어요. 첫째 날, 안성의 고암동굴에서의 탐험과 함께한 여행은 정말로 신기했어요. 

둘째 날, 안성의 전통 시장에서의 쇼핑과 함께한 문화 여행은 정말로 재미있었어요. 지역 특산물을 구경하며 시간을 보내는 것은 언제나 즐거운 일이에요. 

셋째 날, 안성의 역사적인 장소에서의 산책을 마무리했어요. 경기도는 역사와 현대가 조화롭게 공존하는 멋진 지역이에요. 다음에는 어떤 경기도의 역사를 찾아볼지 기대돼요!"
99,"[{""tag"":""숙박""},{""tag"":""힐링""},{""tag"":""바다""}]",99,"4일간의 여행 후 돌아온 소강의 여행기! 이번 여행은 전남 목포와 남해에서의 햇살 가득한 여행을 즐기며 바다에서의 신선한 기운을 느끼는 것이 목표였어요. 첫째 날, 목포의 해상케이블과 함께한 도심 속 바다 풍경은 정말로 멋졌어요. 

둘째 날, 남해의 해변에서의 산책과 함께한 여행은 정말로 상쾌했어요. 바닷바람이 시원하게 불어와서 기분 좋은 시간이었어요. ♂

셋째 날, 목포와 남해의 특산물을 맛보며 함께한 여행을 마무리했어요. 전남은 햇살 가득한 해안도로를 따라 여행하는 것이 정말로 기분 좋아서 좋은 추억으로 남을 것 같아요. 다음에는 어떤 전남의 바다를 탐험해볼지 기대돼요!"
100,"[{""tag"":""도심""},{""tag"":""문화""},{""tag"":""음식""}]",100,"3일간의 여행 후 돌아온 소강의 여행기! 이번 여행은 부산의 역동적인 분위기를 느끼며 남포동과 국제시장에서의 다양한 먹거리와 문화를 즐기는 것이 목표였어요. 첫째 날, 남포동에서의 길거리 음식과 함께한 즐거운 시간은 정말로 특별했어요. 

둘째 날, 국제시장에서의 다국적 요리와 함께한 여행은 정말로 다양한 맛을 즐길 수 있었어요. 부산의 다양성을 맛보는 것은 언제나 특별한 경험이에요. 

셋째 날, 부산의 특산물을 맛보며 함께한 여행을 마무리했어요. 부산은 역사와 현대가 어우러진 도시로서 항상 새로운 매력을 발견할 수 있는 곳이에요. 다음에는 어떤 부산의 도시를 탐험해볼지 기대돼요!"
101,"[{""tag"":""숙박""},{""tag"":""음식""},{""tag"":""바다""}]",101,"경남 통영에서의 4일간의 여행 후 돌아왔어요! 이번 여행은 통영의 신비로운 분위기를 느끼며 동피랑길을 따라 여행하는 것이 목표였어요. 첫째 날, 통영의 작은 동네에서의 트레킹과 함께한 여행은 정말로 평화로웠어요. ♀

둘째 날, 동피랑길을 따라 바다를 바라보며 산책하는 것은 정말로 신비롭고 아름다웠어요. 통영의 특별한 분위기를 느낄 수 있었어요. 

셋째 날, 통영의 특산물을 맛보며 함께한 여행을 마무리했어요. 통영은 작지만 다양한 매력을 가진 지역으로 정말로 기억에 남는 여행이었어요. 다음에는 어떤 경남의 섬을 탐험해볼지 기대돼요!"
102,"[{""tag"":""관광""},{""tag"":""문화""},{""tag"":""문화""}]",102,"3일간의 여행 후 돌아온 소강의 여행기! 이번 여행은 경기도 수원과 화성에서의 한국의 중심지에서 역사와 자연을 동시에 느끼는 것이 목표였어요. 첫째 날, 수원의 화성행궁에서의 문화 체험과 함께한 여행은 정말로 특별했어요. 

둘째 날, 화성의 자연 속에서의 산책과 함께한 시간은 정말로 기분 좋았어요. 고즈넉한 분위기에서의 휴식은 언제나 감사한 경험이에요. ♂

셋째 날, 수원과 화성의 특산물을 맛보며 함께한 여행을 마무리했어요. 경기도는 역사와 자연이 조화롭게 어우러진 곳으로 정말로 다양한 경험이 기다리고 있어요. 다음에는 어떤 경기도의 중심을 찾아볼지 기대돼요!"
103,"[{""tag"":""관광""},{""tag"":""문화""},{""tag"":""힐링""}]",103,"전남 완도에서의 4일간의 여행 후 돌아왔어요! 이번 여행은 완도와 그 인근의 노화도에서의 휴식과 자연 속에서의 평화로운 시간을 보내는 것이 목표였어요. 첫째 날, 완도의 해안에서의 해수욕과 함께한 여행은 정말로 상쾌했어요. 

둘째 날, 노화도의 작은 마을에서의 힐링과 함께한 시간은 정말로 편안했어요. 조용한 분위기에서의 여유로운 휴식은 언제나 감사한 경험이에요. 

셋째 날, 완도와 노화도의 특산물을 맛보며 함께한 여행을 마무리했어요. 전남은 푸른 바다와 자연이 어우러진 곳으로 정말로 휴식을 즐길 수 있는 여행지였어요. 다음에는 어떤 전남의 섬을 탐험해볼지 기대돼요!"
104,"[{""tag"":""숙박""},{""tag"":""액티비티""},{""tag"":""체험""}]",104,"4일간의 가족 여행 후 돌아온 소강의 여행기! 이번 여행은 강원도 춘천에서의 가족 휴식과 남이섬에서의 즐거운 체험을 통해 가족끼리의 소중한 시간을 보내는 것이 목표였어요. 첫째 날, 춘천의 자연 속 피크닉과 함께한 가족 모임은 정말로 특별했어요. 

둘째 날, 남이섬에서의 산책과 함께한 가족 레포츠는 정말로 즐거웠어요. 가족끼리의 소소한 추억을 만들 수 있었어요. ♂

셋째 날, 춘천의 특산물을 맛보며 함께한 여행을 마무리했어요. 강원도는 가족 여행에 딱이었어요. 다음에는 어떤 강원도의 자연을 가족과 함께 탐험해볼지 기대돼요!"
105,"[{""tag"":""관광""},{""tag"":""풍경""},{""tag"":""자연""}]",105,"5일간의 여행 후 돌아온 소강의 여행기! 이번 여행은 제주도와 그 인근의 우도에서의 환상적인 석양을 감상하며 자연 속에서의 휴식을 찾는 것이 목표였어요. 첫째 날, 제주도의 유명 관광지에서의 힐링과 함께한 여행은 정말로 기분 좋았어요. 

둘째 날, 우도에서의 자전거 여행과 함께한 일몰 감상은 정말로 감동적이었어요. 바다를 배경으로 한 환상적인 풍경은 잊지 못할 추억이에요. 

셋째 날, 제주도의 특산물을 맛보며 함께한 여행을 마무리했어요. 제주도는 자연의 아름다움과 특색 있는 문화가 어우러져 매력적인 여행지예요. 다음에는 어떤 제주도의 숨은 명소를 찾아볼지 기대돼요!"
106,"[{""tag"":""관광""},{""tag"":""도심""},{""tag"":""카페""}]",106,"3일간의 로맨틱한 데이트 후 돌아온 소강의 여행기! 이번 여행은 서울의 남산과 한강에서의 특별한 데이트를 통해 사랑하는 이와 함께하는 특별한 시간을 만드는 것이 목표였어요. 첫째 날, 남산의 야경과 함께한 데이트는 정말로 로맨틱했어요. 

둘째 날, 한강에서의 배틀트립과 함께한 데이트는 정말로 즐거웠어요. 강을 배경으로 한 활동은 신선하게 느껴졌어요. 

셋째 날, 서울의 특별한 음식을 맛보며 함께한 여행을 마무리했어요. 서울은 언제나 로맨틱한 데이트 장소로 딱이에요. 다음에는 어떤 서울의 로맨틱한 숨은 장소를 찾아볼지 기대돼요!"
107,"[{""tag"":""풍경""},{""tag"":""문화""},{""tag"":""액티비티""}]",107,"4일간의 여행 후 돌아온 소강의 여행기! 이번 여행은 강원도 양양과 그 인근의 설악산에서의 자연 속 체험을 통해 에너지를 얻는 것이 목표였어요. 첫째 날, 양양의 해안에서의 서핑 체험과 함께한 여행은 정말로 신선했어요. ♂

둘째 날, 설악산의 하이킹과 함께한 일몰 감상은 정말로 멋졌어요. 자연 속에서의 활동은 마음을 정화시켜줬어요. ♂

셋째 날, 양양과 설악산의 특산물을 맛보며 함께한 여행을 마무리했어요. 강원도는 자연 속에서의 다양한 체험이 가능한 곳이 있다는게 너무 재밌는 경험이었어요!!"
108,"[{""tag"":""문화""},{""tag"":""문화""},{""tag"":""체험""}]",108,"3일간의 여행 후 돌아온 소강의 여행기! 이번 여행은 경남 경주에서의 역사적인 여행을 통해 고대의 멋진 순간을 되돌아보는 것이 목표였어요. 첫째 날, 경주의 불국사에서의 정취 있는 산책과 함께한 여행은 정말로 감동적이었어요. ♀

둘째 날, 경주 문화 공원에서의 전통 체험과 함께한 여행은 정말로 재미있었어요. 역사의 흔적을 직접 체험하는 것은 특별한 경험이에요. 

셋째 날, 경주의 특산물을 맛보며 함께한 여행을 마무리했어요. 경남은 역사적으로도 풍부한 곳으로, 다음에는 어떤 경남의 고즈넉한 마을을 탐험해볼지 기대돼요!"
109,"[{""tag"":""숙박""},{""tag"":""액티비티""},{""tag"":""도심""}]",109,"4일간의 여행 후 돌아온 소강의 여행기! 이번 여행은 대구의 동성로와 수성못에서의 자유로운 도시 생활을 즐기며 다양한 문화와 음식을 경험하는 것이 목표였어요. 첫째 날, 동성로의 다채로운 상점과 카페에서의 시간은 정말로 유쾌했어요. ♂

둘째 날, 수성못에서의 보트 투어와 함께한 여행은 정말로 신선했어요. 도시 속에서도 자연을 느낄 수 있는 좋은 장소였어요. ♀

셋째 날, 대구의 특산물을 맛보며 함께한 여행을 마무리했어요. 대구는 모던한 도시와 전통이 공존하는 곳으로, 다음에는 어떤 대구의 도심을 탐험해볼지 기대돼요!"
110,"[{""tag"":""숙박""},{""tag"":""자연""},{""tag"":""액티비티""}]",110,"5일간의 여행 후 돌아온 소강의 여행기! 이번 여행은 전라북도 무주와 완주에서의 신비로운 자연을 탐험하며 휴식과 모험을 동시에 누리는 것이 목표였어요. 첫째 날, 무주의 자연 속에서의 캠핑과 함께한 여행은 정말로 기분 좋았어요. 

둘째 날, 완주의 오션월드에서의 레저와 함께한 일몰 감상은 정말로 멋졌어요. 자연 속에서의 다양한 활동은 마음을 맑게 만들어줬어요. 

셋째 날, 무주와 완주의 특산물을 맛보며 함께한 여행을 마무리했어요. 전라북도는 자연 속에서의 다채로운 경험을 할 수 있는 멋진 장소예요. 다음에는 어떤 전라북도의 숨은 자연을 탐험해볼지 기대돼요!"
